#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    15:19:29       0     85     32     40 
 20260323    15:19:29       1     82     34     43 
 20260323    15:19:29       2     95     34     43 
 20260323    15:19:29       3     89     32     41 
 20260323    15:19:59       0    129     34     40 
 20260323    15:19:59       1    131     36     45 
 20260323    15:19:59       2    144     36     43 
 20260323    15:19:59       3    137     34     42 
 20260323    15:20:29       0    130     34     40 
 20260323    15:20:29       1    131     36     45 
 20260323    15:20:29       2    144     36     44 
 20260323    15:20:29       3    138     34     42 
 20260323    15:20:59       0    130     34     41 
 20260323    15:20:59       1    130     36     45 
 20260323    15:20:59       2    144     36     43 
 20260323    15:20:59       3    137     34     42 
 20260323    15:21:29       0    129     34     42 
 20260323    15:21:29       1    130     36     45 
 20260323    15:21:29       2    144     36     43 
 20260323    15:21:29       3    137     34     42 
 20260323    15:21:59       0    129     34     41 
 20260323    15:21:59       1    130     36     45 
 20260323    15:21:59       2    144     36     43 
 20260323    15:21:59       3    137     34     42 
 20260323    15:22:29       0    130     34     42 
 20260323    15:22:29       1    130     36     45 
 20260323    15:22:29       2    144     36     43 
 20260323    15:22:29       3    137     34     42 
 20260323    15:22:59       0    129     34     42 
 20260323    15:22:59       1    130     36     45 
 20260323    15:22:59       2    144     36     43 
 20260323    15:22:59       3    137     35     42 
 20260323    15:23:29       0    129     34     42 
 20260323    15:23:29       1    130     36     45 
 20260323    15:23:29       2    144     36     43 
 20260323    15:23:29       3    137     35     42 
 20260323    15:23:59       0    130     34     42 
 20260323    15:23:59       1    131     36     45 
 20260323    15:23:59       2    144     36     43 
 20260323    15:23:59       3    137     35     42 
 20260323    15:24:29       0    130     34     42 
 20260323    15:24:29       1    130     36     46 
 20260323    15:24:29       2    144     36     43 
 20260323    15:24:29       3    137     35     42 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    15:24:59       0    130     34     42 
 20260323    15:24:59       1    131     36     46 
 20260323    15:24:59       2    144     36     43 
 20260323    15:24:59       3    137     35     42 
 20260323    15:25:29       0    130     34     42 
 20260323    15:25:29       1    131     37     45 
 20260323    15:25:29       2    144     37     43 
 20260323    15:25:29       3    137     35     42 
 20260323    15:25:59       0    130     34     42 
 20260323    15:25:59       1    131     37     45 
 20260323    15:25:59       2    144     37     43 
 20260323    15:25:59       3    137     35     43 
 20260323    15:26:29       0    130     34     42 
 20260323    15:26:29       1    131     37     45 
 20260323    15:26:29       2    144     37     43 
 20260323    15:26:29       3    137     35     43 
 20260323    15:26:59       0    130     34     42 
 20260323    15:26:59       1    131     37     45 
 20260323    15:26:59       2    144     37     43 
 20260323    15:26:59       3    137     35     43 
 20260323    15:27:29       0    129     34     42 
 20260323    15:27:29       1    131     37     45 
 20260323    15:27:29       2    144     37     43 
 20260323    15:27:29       3    137     35     43 
 20260323    15:27:59       0    130     34     42 
 20260323    15:27:59       1    131     37     45 
 20260323    15:27:59       2    143     37     43 
 20260323    15:27:59       3    137     35     42 
 20260323    15:28:29       0    130     34     42 
 20260323    15:28:29       1    131     37     45 
 20260323    15:28:29       2    144     37     43 
 20260323    15:28:29       3    137     35     42 
 20260323    15:28:59       0    130     34     42 
 20260323    15:28:59       1    131     37     45 
 20260323    15:28:59       2    144     37     43 
 20260323    15:28:59       3    137     35     43 
 20260323    15:29:29       0    130     34     42 
 20260323    15:29:29       1    131     37     45 
 20260323    15:29:29       2    144     37     43 
 20260323    15:29:29       3    137     35     42 
 20260323    15:29:59       0    129     34     42 
 20260323    15:29:59       1    131     37     45 
 20260323    15:29:59       2    144     37     43 
